Region of Incident,IncidentYear,Month,Total Number of Dead and Missing,CauseDeath,Country of Incident,MigrationRoute,Longitude,Latitude,Main ID,Incident ID,Incident Type,Number of Females,Number of Males,Number of Children,Country of Origin,LocationIncident
Northern Africa,2022,December,12,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.86052928,-13.999135,2022.MMP2001,2022.MMP2001,Incident,,,,Gambia,"Unspecified location in the Atlantic, between the Canary Islands and Morocco. Departure on 23 Nov from Senegal, survirors rescued off Moroccan coasts on 30 Nov"
Northern Africa,2022,October,1,Mixed or unknown,Morocco,Western Africa / Atlantic route to the Canary Islands,28.09056841,-13.19754139,2022.MMP2085,2022.MMP2085,Incident,1,,,Unknown,Woman found dead on boat found at unspecified location off the coast of Morocco. Remains brought back to Tarfaya
Northern Africa,2023,January,1,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,28.68777839,-13.83174677,2023.MMP0066,2023.MMP006676,Split Incident,,,1,Unknown,"Remains washed ashore at Playa El Burro, La Oliva, Fuerteventura, Canary Islands, Spain"
Northern Africa,2023,January,1,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,28.42944826,-13.86064262,2023.MMP0066,2023.MMP006677,Split Incident,,,1,Unknown,"Remains washed ashore at El Matorral, between Antigua and Puerto del Rosario, Fuerteventura, Canary Islands, Spain"
Northern Africa,2023,February,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,28.91643447,-13.16625981,2023.MMP0067,2023.MMP006778,Split Incident,,,,Unknown,"37 KM east of Arrecife, Lanzarote, Canary Islands, Spain - departure from Tan Tan, Morocco - disemembarkation at Arrecife"
Northern Africa,2023,February,7,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,28.91643447,-13.16625981,2023.MMP0067,2023.MMP006779,Split Incident,,,1,Unknown,"37 KM east of Arrecife, Lanzarote, Canary Islands, Spain - departure from Tan Tan, Morocco - disemembarkation at Arrecife"
Northern Africa,2023,February,6,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,28.01316481,-16.9503507,2023.MMP0074,2023.MMP0074,Incident,2,4,,Unknown,"Off La Gomera, Canary Islands, Spain - presumed departure from North of Dakhla - disembarkation at Los Cristianos, Tenerife"
Northern Africa,2023,March,1,Drowning,Western Sahara,Western Africa / Atlantic route to the Canary Islands,24.24231006,-15.39316258,2023.MMP0120,2023.MMP0120,Incident,,,,Unknown,"Remains washed ashore Laqraa beach, Bir Anzerane, Dakhla-Oued Ed-Dahab, Western Sahara"
Northern Africa,2023,March,38,Drowning,Western Sahara,Western Africa / Atlantic route to the Canary Islands,23.6210123,-15.88363416,2023.MMP0174,2023.MMP0174,Incident,1,,,Unknown,"Off Al Argoub, Southeast Dakhla, Western Sahara"
Northern Africa,2023,April,8,Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,29.220188,-10.4073905,2023.MMP0202,2023.MMP0202249,Split Incident,1,7,,"Morocco,Unknown","Off Guelmim, Morocco"
Northern Africa,2023,April,3,Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,29.220188,-10.4073905,2023.MMP0202,2023.MMP0202248,Split Incident,1,1,1,"Morocco,Unknown","Off Guelmim, Morocco"
Northern Africa,2023,April,19,Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,28.5726333,-11.9758569,2023.MMP0279,2023.MMP0279,Incident,8,11,1,Mixed,"Unspecified location off the coast of Tan Tan, Morocco en route to the Canary Islands"
Northern Africa,2023,May,2,Violence,Western Sahara,Western Africa / Atlantic route to the Canary Islands,24.50381509,-15.0802391,2023.MMP0377,"2023.MMP0377436,2023.MMP0377437",Split Incident,,2,,"Liberia,Mali","Plage Awayna Daiab, Bir Anzerane, near Cape Boujdour, Western Sahara"
Northern Africa,2023,June,36,Drowning,Western Sahara,Western Africa / Atlantic route to the Canary Islands,27.01761464,-13.99782817,2023.MMP0413,2023.MMP0413,Incident,,,1,Unknown,"Around 75km from Western Sahara - departure from Boujdour, Western Sahara"
Northern Africa,2023,June,1,Mixed or unknown,Spain,Western Africa / Atlantic route to the Canary Islands,29.06136099,-13.38475346,2023.MMP0414,2023.MMP0414,Incident,1,,,Unknown,"Near Los Cocoteros beach, Lanzarote, Spain"
Northern Africa,2023,July,51,Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,28.43673317,-11.59543163,2023.MMP0451,2023.MMP0451,Incident,11,37,3,Unknown,"Between the coast of Terfaya and Tan Tan, Morocco - embarked from Tan Tan on 22 Jun"
Northern Africa,2023,July,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,28.0303614,-16.57410755,2023.MMP0452,2023.MMP0452,Incident,,1,,Unknown,"Off La Mareta, Granadilla de Abona, Santa Cruz de Tenerife, Canary Islands, Spain"
Northern Africa,2023,July,1,Mixed or unknown,Spain,Western Africa / Atlantic route to the Canary Islands,27.71705882,-15.4163831,2023.MMP0574,2023.MMP0574,Incident,,,,Unknown,"Around 8.5 nautical miles (15.7 km) from Gran Canaria, Spain - disembarked at Arguineguin port "
Northern Africa,2023,July,13,Drowning,Western Sahara,Western Africa / Atlantic route to the Canary Islands,23.72836078,-15.901632,2023.MMP0586,2023.MMP0586,Incident,,,,Senegal,"Off the coasts of Dakhla, Western Sahara - 6 survivors are being treated in Al-Dakhla Hospital "
Northern Africa,2023,July,6,Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,35.17187365,-2.903182,2023.MMP0587,2023.MMP0587,Incident,,,,Unknown,"Unspecified location off the coast of Nador, Morocco "
Northern Africa,2023,June,51,Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,30.30599353,-11.42894075,2023.MMP0617,2023.MMP0617,Incident,,,,Morocco,"Unspecified location in the Atlantic - embarked from Agadir, Morocco on night of 10-11 Jun"
Northern Africa,2023,August,5,Drowning,Western Sahara,Western Africa / Atlantic route to the Canary Islands,23.79131613,-15.93207383,2023.MMP0669,2023.MMP0669,Incident,,,,Senegal,"Off the coasts of Guerguerat, Dakhla, Western Sahara"
Northern Africa,2023,August,4,Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,28.48664961,-11.34606935,2023.MMP0711,2023.MMP0711,Incident,,,,Unknown,"Remains washed ashore at El Ouatia beach, Tan Tan, Morocco"
Northern Africa,2023,September,4,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,27.49665835,-13.8639557,2023.MMP0741,2023.MMP0741814,Split Incident,,,,"Côte d'Ivoire,Guinea,Mali,Senegal,Unknown","80km from Gran Tarajal, Fuerteventura, Spain - departure from Tarouma, Laayoune on the same day"
Northern Africa,2023,September,8,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,27.49665835,-13.8639557,2023.MMP0741,"2023.MMP0741815,2023.MMP0741816,2023.MMP0741817,2023.MMP0741818",Split Incident,1,7,,"Côte d'Ivoire,Guinea,Mali,Senegal,Unknown","80km from Gran Tarajal, Fuerteventura, Spain - departure from Tarouma, Laayoune on the same day"
Northern Africa,2023,August,3,Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,28.66180612,-12.0429283,2023.MMP0742,2023.MMP0742,Incident,,,,Comoros,"Off Tan Tan, Morocco after departing from Akhenfir on 21 Aug"
Northern Africa,2023,October,8,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,27.89162852,-14.59200133,2023.MMP0919,2023.MMP0919,Incident,4,3,1,Unknown,"Around 78km east of Lazarote, Spain - embarkation from Tan Tan, Morocco"
Northern Africa,2023,October,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.63942372,-17.95223627,2023.MMP1078,2023.MMP1078,Incident,,1,,Unknown,"Off the coast of El Hierro, Spain"
Northern Africa,2023,October,8,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Sahara,Western Africa / Atlantic route to the Canary Islands,23.72818189,-15.930064,2023.MMP1086,2023.MMP1086,Incident,,,,Senegal,"In differente locations at sea between Kaffoutine, Senegal and Dakhla, Western Sahara - embarkation from Senegal"
Northern Africa,2023,October,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Sahara,Western Africa / Atlantic route to the Canary Islands,22.00513301,-18.07360843,2023.MMP1111,2023.MMP1111,Incident,,,,Mixed/Unknown,"290 KM South Dakhla, Western Sahara - embarkation from Mbour, Senegal on 19 Oct"
Northern Africa,2023,October,21,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,26.95212477,-16.42865642,2023.MMP1115,2023.MMP1115,Incident,,,1,Unknown,"82 miles off the coast of Granadilla de Abona, South of Tenerife, Canary Islands - embarkation from Gambia"
Northern Africa,2023,October,3,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.83692825,-16.62201029,2023.MMP1116,2023.MMP1116,Incident,,,,Unknown,"9.5 miles from Punta Rasca, South of Tenerife, Canary Islands - embarkation from Gambia"
Northern Africa,2023,October,2,Mixed or unknown,Spain,Western Africa / Atlantic route to the Canary Islands,27.43270275,-17.85979897,2023.MMP1126,2023.MMP11261212,Split Incident,,,,Unknown,"Remains recovered during rescue at unspecified location off the coast of El Hierro, Canary Islands, Spain. "
Northern Africa,2023,October,2,Mixed or unknown,Spain,Western Africa / Atlantic route to the Canary Islands,27.8140785,-17.9155462,2023.MMP1126,2023.MMP11261213,Split Incident,,,,Unknown,"Died in Hospital Insular Nuestra Señora de los Reyes after rescue off the coast of El Hierro, Canary Islands, Spain"
Northern Africa,2023,November,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.81479968,-17.9155462,2023.MMP1129,2023.MMP1129,Incident,,,1,Unknown,"In Hospital Insular Nuestra Señora de los Reyes after arrival at the port of La Estaca, El Hierro, Canary Islands, Spain"
Northern Africa,2023,November,2,Mixed or unknown,Spain,Western Africa / Atlantic route to the Canary Islands,27.68864809,-17.93536943,2023.MMP1130,2023.MMP11301217,Split Incident,,,,Unknown,"Remains found off the coast of El Hierro, Canary Islands, Spain"
Northern Africa,2023,November,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.81479968,-17.9155462,2023.MMP1130,2023.MMP11301218,Split Incident,,,,Unknown,"In Hospital Insular Nuestra Señora de los Reyes after rescue off the coast of El Hierro, Canary Islands, Spain"
Northern Africa,2023,November,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.81479968,-17.9155462,2023.MMP1130,2023.MMP11301219,Split Incident,,,,Unknown,"In Hospital Insular Nuestra Señora de los Reyes after rescue off the coast of El Hierro, Canary Islands, Spain"
Northern Africa,2023,November,1,Sickness / lack of access to adequate healthcare,Spain,Western Africa / Atlantic route to the Canary Islands,27.636397,-17.978471,2023.MMP1132,2023.MMP1132,Incident,,,,Unknown,"Off the coast of La Restinga, El Hierro, Canaray Islands, Spain"
Northern Africa,2023,November,7,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.48171,-17.8817789,2023.MMP1187,2023.MMP1187,Incident,,,,Gambia,"Off the coast of La Restinga, El Hierro, Canary Islands, Spain"
Northern Africa,2023,November,3,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.38696725,-15.59193462,2023.MMP1264,2023.MMP1264,Incident,1,1,1,Unknown,"185 KM south of Gran Canaria, Canary Islands, Spain - Departure from Dakhla, Western Sahara"
Northern Africa,2023,November,35,Drowning,Morocco,Western Africa / Atlantic route to the Canary Islands,28.98013005,-10.62212235,2023.MMP1267,2023.MMP1267,Incident,5,,2,Morocco,"Off Plage blanche, Guelmim, Morocco"
Northern Africa,2023,December,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.59821381,-15.61465956,2023.MMP1328,2023.MMP1328,Incident,,1,1,Mali,"17 KM off Maspalomas, Gran Canaria, Canary Islands, Spain - presumed departure from Mauritania"
Northern Africa,2023,December,14,Drowning,Western Sahara,Western Africa / Atlantic route to the Canary Islands,26.16317455,-14.935918,2023.MMP1340,2023.MMP1340,Incident,8,,1,Mixed/Unknown,"Around 42km from the coast of Boujdour, Western Sahara"
Northern Africa,2023,February,34,"Harsh environmental conditions / lack of adequate shelter, food, water",Morocco,Western Africa / Atlantic route to the Canary Islands,28.9650923,-12.75947855,2023.MMP1380,2023.MMP1380,Incident,11,16,7,Unknown,"Unspecified location in the Atlantic - last known position on 5 Feb was 28°57'54.4""N 12°45'34.2""W - embarked from Tan Tan, Morocco around 3 February "
Northern Africa,2023,October,1,Sickness / lack of access to adequate healthcare,Spain,Western Africa / Atlantic route to the Canary Islands,27.81440546,-17.91552752,2023.MMP1381,2023.MMP13811483,Split Incident,,1,,Unknown,"Hospital Virgen de los Reyes in El Hierro, Spain"
Northern Africa,2023,October,1,Sickness / lack of access to adequate healthcare,Spain,Western Africa / Atlantic route to the Canary Islands,27.64183582,-17.97994329,2023.MMP1381,2023.MMP13811484,Split Incident,,1,,Unknown,"At temporary reception center in El Hierro, Spain"
Northern Africa,2024,January,1,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,27.730817,-14.364792,2024.MMP0006,2024.MMP0006,Incident,,1,,Unknown,"13 nautical miles south Fuerteventura, Las Palmas, Spain"
Northern Africa,2024,January,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.64360354,-17.988703,2024.MMP0033,2024.MMP0033,Incident,1,1,,Unknown,"Remains on board a boat that arrived to La Restringa, El Hierro, Spain"
Northern Africa,2024,January,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.78238558,-17.899699,2024.MMP0034,"2024.MMP003436,2024.MMP003437",Split Incident,,2,,"Mali,Mauritania,Unknown","La Estaca Port, El Hierro, Spain"
Northern Africa,2024,January,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.78238558,-17.899699,2024.MMP0034,2024.MMP003435,Split Incident,,,,"Mali,Mauritania,Unknown","La Estaca Port, El Hierro, Spain"
Northern Africa,2024,February,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.617195,-15.685876,2024.MMP0058,2024.MMP0058,Incident,,,,Unknown,"20 km south of Muelle de Arguineguín, Gran Canaria, Spain"
Northern Africa,2024,January,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Sahara,Western Africa / Atlantic route to the Canary Islands,20.72190164,-17.519337,2024.MMP0073,2024.MMP0073,Incident,,2,,Mali,"Off La Güera, Western Sahara - departure from Nouakchott, Mauritania"
Northern Africa,2024,February,1,Mixed or unknown,Western Sahara,Western Africa / Atlantic route to the Canary Islands,22.24363268,-17.001416,2024.MMP0114,2024.MMP0114,Incident,,,,Unknown,"Around 190km south of Dakhla, Western Sahara"
Northern Africa,2024,March,4,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,27.533515,-17.93113,2024.MMP0143,2024.MMP0143150,Split Incident,,4,,Unknown,"9.26 kilometers from La Restinga, Santa Cruz de Tenerife, El Hierro, Gran Canaria, Spain"
Northern Africa,2024,March,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,28.4565493,-16.291928,2024.MMP0143,2024.MMP0143151,Split Incident,,1,,Unknown,"Hospital Universitario de Canarias, Tenerife, El Hierro, Gran Canaria, Spain"
Northern Africa,2024,March,7,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,26.257338,-15.78467,2024.MMP0173,2024.MMP0173,Incident,,,,Unknown,"140 kilomenters south of Gran Canaria, Spain"
Northern Africa,2024,March,4,Mixed or unknown,Western Sahara,Western Africa / Atlantic route to the Canary Islands,22.005304,-18.873531,2024.MMP0205,2024.MMP0205,Incident,,,,Unknown,"260 km southwest of Dakhla, Western Sahara - departure on 6 March"
Northern Africa,2015,January,1,Violence,Libya,,30.404114,19.565918,2015.MMP00036,2015.MMP00036,Incident,,,,Unknown,"Al Qatrun, Libya"
Northern Africa,2015,February,5,Violence,Libya,,32.82678851,13.418913,2015.MMP00052,2015.MMP00052,Incident,,,,Unknown,"Tajoura, Libya"
Northern Africa,2015,March,1,Violence,Libya,,32.849232,13.1648,2015.MMP00083,2015.MMP00083,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2015,March,2,Violence,Libya,,32.875003,13.214771,2015.MMP00084,2015.MMP00084,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2015,April,2,Violence,Libya,,32.31862536,15.161054,2015.MMP00125,2015.MMP00125,Incident,,,,Unknown,"Misrata, Libya"
Northern Africa,2015,May,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,,30.410095,19.569885,2015.MMP00147,2015.MMP00147,Incident,,,,Unknown,"Brega, Libya"
Northern Africa,2015,August,1,Vehicle accident / death linked to hazardous transport,Sudan,,13.599487,35.630127,2015.MMP00282,2015.MMP00282,Incident,,,,Unknown,"Between Al Qadarif and Metama, Sudan"
Northern Africa,2015,August,2,Violence,Egypt,,30.753479,33.122681,2015.MMP00299,2015.MMP00299,Incident,,,,Unknown,"Sinai, Egypt"
Northern Africa,2015,August,1,Violence,Libya,,31.199373,16.596383,2015.MMP00351,2015.MMP00351,Incident,,,,Unknown,"Sirte, Libya"
Northern Africa,2015,August,1,Mixed or unknown,Libya,,31.199373,16.596386,2015.MMP00352,2015.MMP00352,Incident,,,,Unknown,"Sirte, Libya"
Northern Africa,2015,September,3,Violence,Libya,,32.849232,13.1648,2015.MMP00459,2015.MMP00459,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2015,September,1,Violence,Libya,,32.73665691,12.464628,2015.MMP00460,2015.MMP00460,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2015,October,2,Vehicle accident / death linked to hazardous transport,Sudan,,14.024307,35.368568,2015.MMP00465,2015.MMP00465,Incident,,,,Unknown,"Al Qadarif, Sudan"
Northern Africa,2015,October,1,Sickness / lack of access to adequate healthcare,Sudan,,15.45813,36.404114,2015.MMP00466,2015.MMP00466,Incident,,,,Unknown,"Kassala, Sudan"
Northern Africa,2015,October,1,Violence,Libya,,32.849232,13.1648,2015.MMP00475,2015.MMP00475,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2015,October,4,"Harsh environmental conditions / lack of adequate shelter, food, water",Eritrea,,15.10968,36.493896,2015.MMP00477,2015.MMP00477,Incident,,,,Unknown,"Aligider, Eritrea"
Northern Africa,2015,October,1,Sickness / lack of access to adequate healthcare,Sudan,,14.393127,33.539307,2015.MMP00492,2015.MMP00492,Incident,,,,Unknown,"Wad Madani, Sudan"
Northern Africa,2015,October,3,Mixed or unknown,Egypt,,30.669922,32.739319,2015.MMP00523,2015.MMP00523,Incident,,,,Unknown,"Sinai, Egypt"
Northern Africa,2015,October,5,"Harsh environmental conditions / lack of adequate shelter, food, water",Sudan,,15.41687,34.738892,2015.MMP00527,2015.MMP00527,Incident,,,,Unknown,"Between Khartoum and Kassala, Sudan"
Northern Africa,2015,October,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Sudan,,14.393127,33.539307,2015.MMP00529,2015.MMP00529,Incident,,,,Unknown,"Wad Madani, Sudan"
Northern Africa,2015,October,1,Sickness / lack of access to adequate healthcare,Sudan,,14.393127,33.539307,2015.MMP00537,2015.MMP00537,Incident,,,,Unknown,"Wad Madani, Sudan"
Northern Africa,2015,October,1,Vehicle accident / death linked to hazardous transport,Sudan,,15.465881,36.412903,2015.MMP00578,2015.MMP00578,Incident,,,,Unknown,"Kassala, Sudan"
Northern Africa,2015,October,2,Violence,Egypt,,29.5,34,2015.MMP00587,2015.MMP00587,Incident,,,,Unknown,"Sinai at the border with Israel, Egypt"
Northern Africa,2015,November,1,Violence,Egypt,,30.691617,34.499499,2015.MMP00608,2015.MMP00608,Incident,,1,,Sudan,Egyptian border to Israel
Northern Africa,2015,November,15,Violence,Egypt,,31.2410823,34.237559,2015.MMP00625,2015.MMP00625,Incident,,,,Sudan,"South of Rafah, Egypt near Israeli border"
Northern Africa,2015,November,4,Violence,Egypt,,30.231079,33.178711,2015.MMP00628,2015.MMP00628,Incident,,,,Unknown,"Desert, Sinai peninsula, Egypt Isreal border"
Northern Africa,2015,November,3,Mixed or unknown,Egypt,,29.52317,33.80547,2015.MMP00653,2015.MMP00653,Incident,,,,Unknown,"Sinai, Egypt"
Northern Africa,2015,November,5,Violence,Egypt,,30.89643693,33.587365,2015.MMP00659,2015.MMP00659,Incident,,,,Sudan,"North Sinai, Egypt near border to Israel"
Northern Africa,2015,November,4,Vehicle accident / death linked to hazardous transport,Sudan,,29.52317,33.80547,2015.MMP00660,2015.MMP00660,Incident,,,,Unknown,"Ash Shamaliyah, Sudan"
Northern Africa,2015,November,1,Mixed or unknown,Sudan,,19.6103747,37.12898,2015.MMP00663,2015.MMP00663,Incident,,,,Unknown,"Port Sudan, Sudan"
Northern Africa,2015,December,2,Vehicle accident / death linked to hazardous transport,Morocco,,35.844745,-5.356311,2015.MMP00684,2015.MMP00684,Incident,,2,,Cameroon,"in a cave near Fnideq, Morocco, 7km from Ceuta"
Northern Africa,2015,December,2,Mixed or unknown,Egypt,,30.744324,32.662476,2015.MMP00688,2015.MMP00688,Incident,,,,Unknown,"Sinai, Egypt"
Northern Africa,2015,December,3,Mixed or unknown,Egypt,,30.970703,34.068726,2015.MMP00700,2015.MMP00700,Incident,,,,Unknown,"Sinai desert, Egypt"
Northern Africa,2015,December,1,Violence,Sudan,,12.961304,36.145508,2015.MMP00732,2015.MMP00732,Incident,,,,Unknown,"Gallabat, Sudan"
Northern Africa,2015,December,1,Sickness / lack of access to adequate healthcare,Sudan,,14.024307,35.368568,2015.MMP00739,2015.MMP00739,Incident,,,,Unknown,"Al Qadarif, Sudan"
Northern Africa,2015,December,1,Mixed or unknown,Sudan,,15.44812,36.275513,2015.MMP00749,2015.MMP00749,Incident,,,,Unknown,"Near Kassala , Sudan"
Northern Africa,2015,December,2,Mixed or unknown,Sudan,,15.464722,36.448486,2015.MMP00751,2015.MMP00751,Incident,,,,Unknown,"Kassala, Sudan"
Northern Africa,2015,December,2,Violence,Sudan,,15.457275,36.387512,2015.MMP00753,2015.MMP00753,Incident,,,,Unknown,"Kassala, Sudan"
Northern Africa,2015,December,6,Mixed or unknown,Libya,,30.398315,19.578125,2015.MMP00754,2015.MMP00754,Incident,,,,Unknown,"Albarega (Al Burayqah) , Libya"
Northern Africa,2015,December,3,Mixed or unknown,Sudan,,14.385925,33.50293,2015.MMP00760,2015.MMP00760,Incident,,,,Unknown,"Wadi Halfa, Sudan"
Northern Africa,2015,December,1,Violence,Egypt,,31.30945,34.222756,2015.MMP00784,2015.MMP00784,Incident,,1,,State of Palestine,Gaza Egypt border
Northern Africa,2016,January,1,Vehicle accident / death linked to hazardous transport,Egypt,,29.5056218,33.9750461,2016.MMP00044,2016.MMP00044,Incident,,,,Unknown,"Sinai, Egypt"
Northern Africa,2016,February,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Egypt,,29.5056218,33.9750461,2016.MMP00123,2016.MMP00123,Incident,,,,Unknown,"Sinai, Egypt"
Northern Africa,2016,February,6,Sickness / lack of access to adequate healthcare,Libya,,30.2723743,19.0741052,2016.MMP00165,2016.MMP00165,Incident,,,,Unknown,"Ajdabiya, Libya"
Northern Africa,2016,February,6,Sickness / lack of access to adequate healthcare,Libya,,30.2723743,19.0741052,2016.MMP00178,2016.MMP00178,Incident,,,,Unknown,"Ajdabiya, Libya"
Northern Africa,2016,February,1,Violence,Libya,,32.86990958,13.20232463,2016.MMP00226,2016.MMP00226,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2016,March,5,Mixed or unknown,Egypt,,30.6096738,32.8993266,2016.MMP00291,2016.MMP00291,Incident,,,,Unknown,"Sinai desert, Egypt"
Northern Africa,2016,March,1,Mixed or unknown,Libya,,30.2723743,19.0741052,2016.MMP00303,2016.MMP00303,Incident,,,,Unknown,"Ajdabiya, Libya"
Northern Africa,2016,March,2,Sickness / lack of access to adequate healthcare,Libya,,32.89182212,13.20507121,2016.MMP00340,2016.MMP00340,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2016,March,2,Violence,Libya,,32.7811016,12.4495221,2016.MMP00342,2016.MMP00342,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2016,April,2,Vehicle accident / death linked to hazardous transport,Egypt,,29.5056218,33.9750461,2016.MMP00368,2016.MMP00368,Incident,,,,Unknown,"Sinai, Egypt"
Northern Africa,2016,May,2,Violence,Libya,,32.78054234,12.47492798,2016.MMP00509,2016.MMP00509,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2016,May,1,Violence,Libya,,32.7630282,12.72276329,2016.MMP00511,2016.MMP00511,Incident,,,,Unknown,"Zawiya, Libya"
Northern Africa,2016,June,3,Violence,Egypt,,29.5056218,33.9750461,2016.MMP00514,2016.MMP00514,Incident,,,,Unknown,"Sinai, Egypt"
Northern Africa,2016,June,1,Mixed or unknown,Libya,,32.7811016,12.4495221,2016.MMP00616,2016.MMP00616,Incident,,,,Unknown,"Subratha, Libya"
Northern Africa,2016,June,1,Violence,Libya,,32.86414222,13.19957805,2016.MMP00618,2016.MMP00618,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2016,June,3,Violence,Libya,,32.86414222,13.1762321,2016.MMP00620,2016.MMP00620,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2016,July,2,Mixed or unknown,Sudan,,19.6019635,37.1745901,2016.MMP00692,2016.MMP00692,Incident,,,,Unknown,In port Sudan
Northern Africa,2016,July,1,Mixed or unknown,Egypt,,29.5001532,33.9979088,2016.MMP00693,2016.MMP00693,Incident,,,,Unknown,"In Sinai, northern Egypt"
Northern Africa,2016,July,9,Violence,Egypt,,30.3460913,33.9516386,2016.MMP00720,2016.MMP00720,Incident,,9,,Sudan,"Sinai Peninsula, on border between Egypt and Israel"
Northern Africa,2016,July,2,Mixed or unknown,Libya,,32.7811016,12.4495221,2016.MMP007295,2016.MMP007295,Incident,,,,Unknown,"Sabratha, Libya"
Northern Africa,2016,July,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,,32.7811016,12.4495221,2016.MMP007296,2016.MMP007296,Incident,,,,Unknown,"Sabratha, Libya"
Northern Africa,2016,August,5,Violence,Libya,,32.86414222,13.1762321,2016.MMP007398,2016.MMP007398,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2016,August,5,Sickness / lack of access to adequate healthcare,Libya,,32.80188175,12.4495221,2016.MMP007399,2016.MMP007399,Incident,,,,Unknown,"Subratah, Libya"
Northern Africa,2016,September,1,Violence,Libya,,32.8872094,13.1913383,2016.MMP007487,2016.MMP007487,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2016,September,1,Sickness / lack of access to adequate healthcare,Libya,,32.8872094,13.1913383,2016.MMP007489,2016.MMP007489,Incident,,,,Unknown,"Tripoli, Libya"
Northern Africa,2016,October,1,Sickness / lack of access to adequate healthcare,Libya,,32.9284274,12.0446304,2016.MMP007501,2016.MMP007501,Incident,,,,Unknown,"Zawara, Libya"
Northern Africa,2016,October,6,Mixed or unknown,Libya,,30.2723743,19.0741052,2016.MMP007516,2016.MMP007516,Incident,,,,Unknown,"Ajdabiya, Libya"
